pmid,title,abstract,year,journal,doi,publication_date,authors,keywords,alignment_score,tfidf_alignment_score,bertopic_topic_id,bertopic_is_noise,bertopic_topic_keywords,bertopic_topic_label,is_outlier
34631452,Machine learning in orthopaedic surgery.,"Artificial intelligence and machine learning in orthopaedic surgery has gained mass interest over the last decade or so. In prior studies, researchers have demonstrated that machine learning in orthopaedics can be used for different applications such as fracture detection, bone tumor diagnosis, detecting hip implant mechanical loosening, and grading osteoarthritis. As time goes on, the utility of artificial intelligence and machine learning algorithms, such as deep learning, continues to grow and expand in orthopaedic surgery. The purpose of this review is to provide an understanding of the concepts of machine learning and a background of current and future orthopaedic applications of machine learning in risk assessment, outcomes assessment, imaging, and basic science fields. In most cases, machine learning has proven to be just as effective, if not more effective, than prior methods such as logistic regression in assessment and prediction. With the help of deep learning algorithms, such as artificial neural networks and convolutional neural networks, artificial intelligence in orthopaedics has been able to improve diagnostic accuracy and speed, flag the most critical and urgent patients for immediate attention, reduce the amount of human error, reduce the strain on medical professionals, and improve care. Because machine learning has shown diagnostic and prognostic uses in orthopaedic surgery, physicians should continue to research these techniques and be trained to use these methods effectively in order to improve orthopaedic treatment.",2021,World journal of orthopedics,10.5312/wjo.v12.i9.685,2021-09-18,Simon P Lalehzarian; Anirudh K Gowd; Joseph N Liu,Artificial intelligence; Deep learning; Machine learning; Orthopaedic surgery; Supervised learning; Unsupervised learning,0.5408270036872583,0.1292322659413956,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
34485106,Safety and efficacy of surgical hip dislocation in managing femoral head fractures: A systematic review and meta-analysis.,"BACKGROUND: Femoral head fractures (FHFs) are considered relatively uncommon injuries; however, open reduction and internal fixation is preferred for most displaced fractures. Several surgical approaches had been utilized with controversial results; surgical hip dislocation (SHD) is among these approaches, with the reputation of being demanding and leading to higher complication rates. AIM: To determine the efficacy and safety of SHD in managing FHFs by reviewing the results reported in the literature. METHODS: Major databases including PubMed, Embase, Web of Science, and Cochrane Central Register of Controlled Trials were searched to identify studies reporting on outcomes of SHD utilized as an approach in treating FHFs. We extracted basic studies data, surgery-related data, functional outcomes, radiological outcomes, and postoperative complications. We calculated the mean differences for continuous data with 95% confidence intervals for each outcome and the odds ratio with 95% confidence intervals for binary outcomes. P < 0.05 was considered significant. RESULTS: Our search retrieved nine studies meeting our inclusion criteria, with a total of 129 FHFs. The results of our analysis revealed that the average operation time was 123.74 min, while the average blood loss was 491.89 mL. After an average follow-up of 38.4 mo, a satisfactory clinical outcome was achieved in 85% of patients, with 74% obtained anatomical fracture reduction. Overall complication rate ranged from 30% to 86%, with avascular necrosis, heterotopic ossification, and osteoarthritis being the most common complications occurring at an incidence of 12%, 25%, and 16%, respectively. Trochanteric flip osteotomy nonunion and trochanteric bursitis as a unique complication of SHD occurred at an incidence of 3.4% and 3.8%, respectively. CONCLUSION: The integration of SHD approach for dealing with FHFs offered acceptable functional and radiological outcomes with a wide range of safety in regards to the hip joint vascularity and the development of avascular necrosis, the formation of heterotopic ossification, and the development of posttraumatic osteoarthritis; however, it still carries its unique risk of trochanteric flip osteotomy nonunion and persistent lateral thigh pain.",2021,World journal of orthopedics,10.5312/wjo.v12.i8.604,2021-08-18,Ahmed A Khalifa; Mohamed A Haridy; Ali Fergany,Femoral head; Ganz; Meta-analysis; Pipkin fracture; Surgical hip dislocation; Systematic review,0.5055459105150163,0.1150087754853543,0,False,fractures; patients; hip; fracture; femoral,"Topic 0: fractures, patients, hip",True
33816143,Bibliometric analysis of research on the effects of human immunodeficiency virus in orthopaedic and trauma surgery.,"BACKGROUND: There is little research investigating how human immunodeficiency virus (HIV) affects outcomes in orthopaedic surgery. With advances in treatment, HIV has become a chronic health problem and the chance of orthopaedic surgeons encountering it in clinical practice is increasing. AIM: To ascertain the quantity and quality of peer-reviewed publications in orthopaedic journals about HIV. METHODS: A search of the Web of Science database was carried out, identifying any articles relating to HIV published in orthopaedic journals. These were assessed for geographic origin and level of evidence. RESULTS: Of 48.7% of orthopaedic journals listed on the Web of Science database had published articles relating to HIV. There were 168 articles about HIV in orthopaedic journals with only 40.5% ( n = 68) published in the time frame we analysed (January 2007 to September 2017). Very few articles came from low-income countries and any articles published from that setting were collaborations. All of the articles were low level of evidence. CONCLUSION: There is a need for more high level orthopaedic and trauma research investigating the effects of HIV, particularly research from low-income countries, where higher level research will help to guide improvements in their treatment of its musculoskeletal manifestations and complications.",2021,World journal of orthopedics,10.5312/wjo.v12.i3.169,2021-03-18,Ciaran Brennan; Maritz Laubscher; Sithombo Maqungo; Simon Matthew Graham,Analysis; Bibliometric analysis; Human immunodeficiency virus; Orthopaedic; Research,0.6750169466344109,0.12147938364985138,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
33614424,New Year's greeting and overview of World Journal of Orthopedics in 2021.,"On behalf of the Editorial Office of World Journal of Orthopedics ( WJO ), we extend our sincere gratitude to our authors, subscribers, readers, Editorial Board members, and peer reviewers, thanking each and every one for their contributions to WJO in 2020 and with wishes for a Happy New Year. It was the support of all our Editorial Board members and peer reviewers that allowed the Baishideng Publishing Group Inc to successfully carry out the complete peer review, editing and publishing processes for WJO in 2020. We have analyzed the data of WJO 's manuscript submissions and article publications in 2020, the invited manuscripts for 2021, manuscript peer review, composition of Editorial Board, and citation of WJO 's articles, and present the findings here. We expect to be even more productive and to further raise the academic rank of WJO in 2021.",2021,World journal of orthopedics,10.5312/wjo.v12.i2.56,2021-02-18,Jin-Lei Wang; Massimiliano Leigheb,Acknowledgments; Editorial Board; Journal development; New Year's message; World Journal of Orthopedics,0.7474558907572025,0.23125897943207926,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
33520679,"Hello, can you hear me? Orthopaedic clinic telephone consultations in the COVID-19 era- a patient and clinician perspective.","BACKGROUND: The coronavirus disease 2019 (COVID-19) pandemic has resulted in seismic changes in healthcare delivery. As a result of this, hospital footfall required to be reduced due to increased risk of transmission of infection. To ensure patients can safely access healthcare, we introduced orthopaedic clinic telephone consultations in our busy district general hospital. AIM: To investigate patients' and clinicians' perspective of telephone consultations during COVID-19, and whether this method of consultation could be a viable option in the post- pandemic future. METHODS: This is a single centre, prospective study conducted in a busy National Health Service district general hospital. In May 2020, 100 non- consecutive adult patients were contacted by independent investigators within 48 h of their orthopaedic clinic telephone consultation to complete a telephone satisfaction questionnaire. The questions assessed satisfaction regarding various aspects of the consultation including overall satisfaction and willingness to use this approach long term. Satisfaction and perspective of 25 clinicians conducting these telephone consultations was also assessed via an online survey tool. RESULTS: 93% of patients were overall satisfied with telephone consultations and 79% were willing to continue this method of consultation post- pandemic. Patients found telephone consultations to reduce personal cost and inconvenience associated with attending a hospital appointment. 72% of clinicians reported overall satisfaction with this service and 80% agreed that telephone consultations should be used in the future. The majority found it less laborious in time and administration in comparison to face to face consultations. Patients and clinicians expressed their desire for video consultations as a method of further improving their experience with remote consultations. CONCLUSION: Our study has shown that telephone consultations are a safe and rapid method of adaptation to the COVID-19 pandemic, achieving the aim of reducing hospital footfall. This method of consultation has resulted in immense clinician and patient satisfaction. Our findings suggest that this tool has benefits in post pandemic healthcare delivery. It has also highlighted that telephone consultations can act as a steppingstone to the introduction of the more complex platform of video consulting.",2021,World journal of orthopedics,10.5312/wjo.v12.i1.24,2021-01-18,Anuhya Vusirikala; David Ensor; Ajay K Asokan; Alvin Jx Lee; Ravi Ray; Dimitrios Tsekes; John Edwin,COVID-19; Clinician perspective; Orthopaedic clinic; Patient perspective; Patient satisfaction; Telephone consultation,0.1569738548482744,0.07563975921337232,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
33269216,Proximal fibular osteotomy: Systematic review on its outcomes.,"BACKGROUND: The morbidity and burden of knee osteoarthritis affecting millions of lives worldwide has created a constant pursuit in finding the ideal treatment for knee osteoarthritis. There has been a paradigm shift in the surgical treatment of osteoarthritis ever since the initial description of Volkmann's tibial osteotomy. This review focuses on one such recent procedure, the proximal fibular osteotomy (PFO) for medial compartment knee osteoarthritis. This review encompasses the history, evidence, risk factors, outcomes and technical considerations of PFO. AIM: To understand the evidence and its techniques, and whether this could be an alternative solution to the problem of knee osteoarthritis in the developing world. METHODS: The phrases ""proximal fibular osteotomy"" and ""knee osteoarthritis"" were searched (date of search December 20, 2019) on PubMed to identify articles evaluating the biomechanical and clinical outcomes of PFO in patients with knee osteoarthritis. A total of 258 were retrieved. After reviewing the summary of the texts, 22 articles written in English were marked for abstract review. Articles that were case studies or cadaver experiments were excluded. The abstracts of the remaining articles were read, and only those that focused on the history, outcomes of case studies and technical considerations of PFO were included in the review. A total of 12 articles were included in this review. RESULTS: At least six studies reported improvement in the visual analogue scale(VAS) from the average preoperative VAS score [6.32, 95% confidence interval (CI) = (4.05, 8.59)] to average postoperative VAS score [1.23, 95%CI: (-1.20, 3.71)], which was statistically significant. Similarly, the American Knee Society Score (KSS) functional score improved from an average preoperative KSS functional score [43.11, 95%CI: (37.83, 48.38)] to postoperative KSS functional score [66.145, 95%CI: (61.94, 70.35)], which was statistically significant. The femorotibial angle improved by around 7 º , and the hip knee ankle angle improved by around 6 º . CONCLUSION: With the existing data, it seems that PFO is a viable option for treating medial joint osteoarthritis in selected patients. Long term outcome studies and progression of disease pathology are some of the important parameters that need to be addressed by use of multicenter randomized controlled trials.",2020,World journal of orthopedics,10.5312/wjo.v11.i11.499,2020-11-18,Munis Ashraf; Prabhudev Prasad Purudappa; Vishaal Sakthivelnathan; Senthilnathan Sambandam; Varatharaj Mounsamy,Functional outcome; High tibial osteotomy; Knee osteoarthritis; Orthopedic; Proximal fibular osteotomy,0.5577261561085511,0.13468245547913765,1,False,knee; patients; tka; group; bone,"Topic 1: knee, patients, tka",True
31966964,Patents and intellectual property in orthopaedics and arthroplasty.,"The provision of musculoskeletal services comes at a cost. This is, in part, due to the expense of patent-protected orthopaedic implants. However, patents have a finite lifespan. Patents of the most successful implants are now beginning to expire. They will be exposed to competition from generic but equivalent implants. The net effect is potentially a dramatic diminution in cost. One company, Orthimo, has taken advantage of this and begun manufacturing generic implants with identical design specifications to the most bio-durable hip prostheses. This will ultimately have a radical impact upon musculoskeletal healthcare provision with regard to cost and accessibility. The expiration of drug patents, with the subsequent use of generic drugs saves £7.1 billion annually in the United Kingdom and $254 billion in the USA. Estimates suggest the introduction of equivalent implants could result in an annual cost saving to the United Kingdom National Health Service of £120 million. Intellectual property remains an enigmatic area of law. It encompasses anodyne principles that seek to protect innovation but are open to manipulation and exploitation. The last decade has seen the emergence of undesirable practices in the medical industry such as ""patent trolling"". Here we explore patents and their repercussions for musculoskeletal care.",2020,World journal of orthopedics,10.5312/wjo.v11.i1.1,2020-01-18,Chika Edward Uzoigwe; Ahmed Shoaib,Arthroplasty; Health care costs; Implant approval; Intellectual property; Patent; Patent trolling,0.5276228583221134,0.09052647474475588,-1,True,patients; bone; treatment; results; methods,Noise,True
29312846,Role of fast-setting cements in arthroplasty: A comparative analysis of characteristics.,"AIM: To evaluate the behaviour of two fast-setting polymethylmethacrylate (PMMA) cements CMW ® 2G and Palacos ® fast R + G, as reference: Standard-setting Palacos ® R + G. METHODS: The fast-setting cements CMW ® 2G and Palacos ® fast R + G were studied, using standard-setting high viscosity Palacos ® R + G as a reference. Eleven units (of two batch numbers) of each cement were tested. All cements were mixed as specified by the manufacturer and analysed on the following parameters: Handling properties (mixing, waiting, working and hardening phase) according to Kuehn, Mechanical properties according to ISO 5833 and DIN 53435, Fatigue strength according to ISO 16402, Benzoyl Peroxide (BPO) - Content by titration, powder/liquid-ratio by weighing, antibiotic elution profile by High Performance Liquid Chromatography. All tests were done in an acclimatised laboratory with temperatures set at 23.5 °C ± 0.5 °C and a humidity of > 40%. RESULTS: Palacos ® fast R + G showed slightly shorter handling properties (doughing, hardening phase, n = 12) than CMW ® 2G, allowing to reduce operative time and to optimise cemented cup implantation. Data of the quasistatic properties of ISO 5833 and DIN 53435 of both cements tested was comparable. The ISO compressive strength (MPa) of Palacos ® fast R + G was significantly higher than CMW ® 2G, resulting in ANOVA ( P < 0.01) and two sample t -test ( P < 0.01) at 0.05 level of significance ( n = 20). Palacos ® fast R + G showed a higher fatigue strength of about 18% mean (ISO 16402) of 15.3 MPa instead of 13.0 MPa for CMW ® 2G ( n = 5 × 10 6 cycles). Palacos ® fast R + G and CMW ® 2G differed only by 0.11% ( n = 6) with the former having the higher content. The BPO-content of both cements were therefore comparable. CMW ® 2G had a powder/liquid ratio of 2:1, Palacos ® fast R + G of 2.550:1 due to a higher powder content. Despite its higher gentamicin content, CMW ® 2G showed a significantly lower antibiotic elution over time than Palacos ® fast R + G ( n = 3). CONCLUSION: Both cements are compliant with international standards and are highly suitable for their specified surgical indications, affording a time-saving measure without detriment to the mechanical properties.",2017,World journal of orthopedics,10.5312/wjo.v8.i12.881,2017-12-18,Neil Ayron Caraan; Reinhard Windhager; Jason Webb; Nadine Zentgraf; Klaus-Dieter Kuehn,Antibiotic; Arthroplasty; Elution; Fast-setting; Fatigue; Polymethylmethacrylate; Viscosity,0.10694551317698903,0.053875549773701376,3,False,infection; pji; antibiotic; patients; infections,"Topic 3: infection, pji, antibiotic",True
29184756,Balance control during gait initiation: State-of-the-art and research perspectives.,"It is well known that balance control is affected by aging, neurological and orthopedic conditions. Poor balance control during gait and postural maintenance are associated with disability, falls and increased mortality. Gait initiation - the transient period between the quiet standing posture and steady state walking - is a functional task that is classically used in the literature to investigate how the central nervous system (CNS) controls balance during a whole-body movement involving change in the base of support dimensions and center of mass progression. Understanding how the CNS in able-bodied subjects exerts this control during such a challenging task is a pre-requisite to identifying motor disorders in populations with specific impairments of the postural system. It may also provide clinicians with objective measures to assess the efficiency of rehabilitation programs and better target interventions according to individual impairments. The present review thus proposes a state-of-the-art analysis on: (1) the balance control mechanisms in play during gait initiation in able bodied subjects and in the case of some frail populations; and (2) the biomechanical parameters used in the literature to quantify dynamic stability during gait initiation. Balance control mechanisms reviewed in this article included anticipatory postural adjustments, stance leg stiffness, foot placement, lateral ankle strategy, swing foot strike pattern and vertical center of mass braking. Based on this review, the following viewpoints were put forward: (1) dynamic stability during gait initiation may share a principle of homeostatic regulation similar to most physiological variables, where separate mechanisms need to be coordinated to ensure stabilization of vital variables, and consequently; and (2) rehabilitation interventions which focus on separate or isolated components of posture, balance, or gait may limit the effectiveness of current clinical practices.",2017,World journal of orthopedics,10.5312/wjo.v8.i11.815,2017-11-18,Eric Yiou; Teddy Caderby; Arnaud Delafontaine; Paul Fourcade; Jean-Louis Honeine,Anticipatory postural adjustments; Balance control; Biomechanics; Dynamic stability; Foot placement; Foot strike pattern; Gait initiation; Lateral ankle strategy; Leg stiffness; Vertical center of mass braking,0.17955403283041504,0.10779543524679455,-1,True,patients; bone; treatment; results; methods,Noise,True
29094011,Scaffolds based therapy for osteochondral lesions of the talus: A systematic review.,"AIM: To clarify the effectiveness of scaffold-based therapy for osteochondral lesions of the talus (OLT). METHODS: A systematic search of MEDLINE and EMBASE databases was performed during August 2016 and updated in January 2017. Included studies were evaluated with regard to the level of evidence (LOE) and quality of evidence (QOE) using the Modified Coleman Methodology Score. Variable reporting outcome data, clinical outcomes, and the percentage of patients who returned to sport at previous level were also evaluated. RESULTS: Twenty-eight studies for a total of 897 ankles were included; 96% were either LOE III or IV. Studies were designated as either of poor or fair quality. There were 30 treatment groups reporting six different scaffold repair techniques: 13 matrix-induced autologous chondrocyte transplantation (MACT), nine bone marrow derived cell transplantation (BMDCT), four autologous matrix-induced chondrogeneis (AMIC), and four studies of other techniques. The categories of general demographics (93%) and patient-reported outcome data (85%) were well reported. Study design (73%), imaging data (73%), clinical variables (49%), and patient history (30%) were also included. The weighted mean American Orthopaedic Foot and Ankle Society (AOFAS) score at final follow-up was: 86.7 in MACT, 88.2 in BMDCT, and 82.3 in AMIC. Eight studies reported that a weighted mean of 68.3% of patients returned to a previous level of sport activity. CONCLUSION: Scaffold-based therapy for OLT may produce favorable clinical outcomes, but low LOE, poor QOE, and variability of the data have confounded the effectiveness of this treatment.",2017,World journal of orthopedics,10.5312/wjo.v8.i10.798,2017-10-18,Yoshiharu Shimozono; Youichi Yasui; Andrew W Ross; Wataru Miyamoto; John G Kennedy,Ankle; Cartilage; Scaffold; Systematic review; Talar osteochondral lesion,0.5251911292711564,0.11510701490170998,6,False,ankle; foot; patients; pain; tendon,"Topic 6: ankle, foot, patients",True
28660144,Worldwide orthopaedic research activity 2010-2014: Publication rates in the top 15 orthopaedic journals related to population size and gross domestic product.,"AIM: To perform a bibliometric analysis of publications rates in orthopedics in the top 15 orthopaedic journals. METHODS: Based on their 2015 impact factor, the fifteen highest ranked orthopaedic journals between January 2010 and December 2014 were used to establish the total number of publications; cumulative impact factor points (IF) per country were determined, and normalized to population size, GDP, and GDP/capita, comparison to the median country output and the global leader. RESULTS: Twenty-three thousand and twenty-one orthopaedic articles were published, with 66 countries publishing. The United States had 8149 publications, followed by the United Kingdom (1644) and Japan (1467). The highest IF was achieved by the United States (24744), United Kingdom (4776), and Japan (4053). Normalized by population size Switzerland lead. Normalized by GDP, Croatia was the top achiever. Adjusting GDP/capita, for publications and IF, China, India, and the United States were the leaders. Adjusting for population size and GDP, 28 countries achieved numbers of publications to be considered at least equivalent with the median academic output. Adjusting GDP/capita only China and India reached the number of publications to be considered equivalent to the current global leader, the United States. CONCLUSION: Five countries were responsible for 60% of the orthopaedic research output over this 5-year period. After correcting for GDP/capita, only 28 of 66 countries achieved a publication rate equivalent to the median country. The United States, United Kingdom, South Korea, Japan, and Germany were the top five countries for both publication totals and cumulative impact factor points.",2017,World journal of orthopedics,10.5312/wjo.v8.i6.514,2017-06-18,Erik Hohmann; Vaida Glatt; Kevin Tetsworth,Bibliometrics; Impact factor; Orthopedic surgery; Publication productivity,0.5815348147661049,0.11552095561428653,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
28473959,"Effect of a specialized injury prevention program on static balance, dynamic balance and kicking accuracy of young soccer players.","AIM: To study the effect of balance intervention program using the ""FIFA 11+"" program on static and dynamic balance and kicking accuracy of young soccer players. METHODS: Twenty young soccer players were allocated to experimental ( n = 10) or control ( n = 10) groups. The experimental group performed the ""FIFA 11+"" program three times a week for six weeks. The control group performed their normal warm-up routine. The primary outcomes were measured pre and post intervention, and assessed kicking accuracy, static balance and dynamic balance. RESULTS: No differences were found in kicking accuracy following intervention, for both groups, however, static balance improved significantly among the experimental group with significant interaction with the control group, and with high effect size. In addition, the dynamic balance of the left leg of the experimental group, with medium effect size for interaction between groups. CONCLUSION: The large effect size of balance improvement that was observed following six weeks of intervention sessions, implies that soccer trainers and coaches should consider the inclusion of ""FIFA 11+"" as components of programs aimed at improving balance ability/control in young soccer players, as improvement in balance abilities may prevent injuries.",2017,World journal of orthopedics,10.5312/wjo.v8.i4.317,2017-04-18,Ayelet Dunsky; Ido Barzilay; Orly Fox,Balance; Injury prevention; Kicking accuracy; Soccer; Warm-up,0.16950194689716436,0.0629119470962749,-1,True,patients; bone; treatment; results; methods,Noise,True
28032039,Glomus tumors of the fingers: Expression of vascular endothelial growth factor.,"Glomus tumors are uncommon, benign, small neurovascular neoplasms derived from glomus bodies in the reticular dermis. Glomus bodies are found throughout the body to regulate body temperature and skin circulation; however, they are concentrated in the fingers and the sole of the foot. The typical presentation is a solitary nodule in the subungual or periungual area of the distal phalanx. The primary treatment of choice is surgical removal. We investigated expression of vascular endothelial growth factor (VEGF) using immunohistochemistry in glomus tumors of the fingers. All five glomus tumor samples were positive for VEGF expression. VEGF immunoreactivity was largely localized to the cytoplasm of tumor cells, suggesting a contribution of VEGF to the vascularization of glomus tumors.",2016,World journal of orthopedics,10.5312/wjo.v7.i12.843,2016-12-18,Sittisak Honsawek; Pravit Kitidumrongsook; Pobe Luangjarmekorn; Kawee Pataradool; Voranuch Thanakit; Adisorn Patradul,Fingers; Glomus tumors; Vascular endothelial growth factor,0.034925458349673054,0.06954770504760782,1,False,knee; patients; tka; group; bone,"Topic 1: knee, patients, tka",True
28032032,Extrinsic visual feedback and additional cognitive/physical demands affect single-limb balance control in individuals with ankle instability.,"AIM: To investigate the impact of extrinsic visual feedback and additional cognitive/physical demands on single-limb balance in individuals with ankle instability. METHODS: Sixteen subjects with ankle instability participated in the study. Ankle instability was identified using the Cumberland Ankle Instability Tool (CAIT). The subject's unstable ankle was examined using the Athletic Single Leg Stability Test of the Biodex Balance System with 4 different protocols: (1) default setting with extrinsic visual feedback from the monitor; (2) no extrinsic visual feedback; (3) no extrinsic visual feedback with cognitive demands; and (4) no extrinsic visual feedback with physical demands. For the protocol with added cognitive demands, subjects were asked to continue subtracting 7 from a given number while performing the same test without extrinsic visual feedback. For the protocol with added physical demands, subjects were asked to pass and catch a basketball to and from the examiner while performing the same modified test. RESULTS: The subject's single-limb postural control varied significantly among different testing protocols (F = 103; P = 0.000). Subjects' postural control was the worst with added physical demands and the best with the default condition with extrinsic visual feedback. Pairwise comparison shows subjects performed significantly worse in all modified protocols ( P < 0.01 in all comparisons) compared to the default protocol. Results from all 4 protocols are significantly different from each other ( P < 0.01) except for the comparison between the ""no extrinsic visual feedback"" and ""no extrinsic visual feedback with cognitive demands"" protocols. Comparing conditions without extrinsic visual feedback, adding a cognitive demand did not significantly compromise single-limb balance control but adding a physical demand did. Scores from the default protocol are significantly correlated with the results from all 3 modified protocols: No extrinsic visual feedback (r = 0.782; P = 0.000); no extrinsic visual feedback with cognitive demands (r = 0.569; P = 0.022); no extrinsic visual feedback with physical demands (r = 0.683; P = 0.004). However, the CAIT score is not significantly correlated with the single-limb balance control from any of the 4 protocols: Default with extrinsic visual feedback (r = -0.210; P = 0.434); no extrinsic visual feedback (r = -0.450; P = 0.081); no extrinsic visual feedback with cognitive demands (r = -0.406; P = 0.118); no extrinsic visual feedback with physical demands (r = -0.351; P = 0.182). CONCLUSION: Single-limb balance control is worse without extrinsic visual feedback and/or with cognitive/physical demands. The balance test may not be a valid tool to examine ankle instability.",2016,World journal of orthopedics,10.5312/wjo.v7.i12.801,2016-12-18,You-Jou Hung; Jacob Miller,Ankle; Balance; Instability; Motor control; Rehabilitation,0.14639453401575364,0.06599939045697119,-1,True,patients; bone; treatment; results; methods,Noise,True
27622153,Slacklining and stroke: A rehabilitation case study considering balance and lower limb weakness.,"To ascertain the effectiveness of slacklining as a supplementary therapy for elderly stroke patients who are functionally non-progressing. This case study involved an 18-mo prospective observation of the management of an 87-year-old female stroke-patient of the left hemisphere with reduced balance, reduced lower limb muscular activation, hypertonia, and concurrent postural deficits. This entailed the initial acute care phase through to discharge to home and 18-mo final status in her original independent living setting. The introduction of slacklining as an adjunct therapy was made 12 mo post incident. Slacklining involves balance retention on a tightened band where external environmental changes cause a whole-body dynamic response to retain equilibrium. It is a complex neuromechanical task enabling individualized self-developed response strategies to be learned and adapted. This facilitates the innate process of balance retention, lower-limb and core muscle activation, and stable posture through a combination of learned motor skills and neurological system down regulation. Individuals adopt and follow established sequential motor learning stages where the acquired balance skills are achieved in a challenging composite-chain activity. Slacklining could be considered an adjunct therapy for lower limb stroke rehabilitation where function is compromised due to decreased muscle recruitment, decreased postural control and compromised balance. Initial inpatient rehabilitation involved one-month acute-care, one-month rehabilitation, and one-month transitional care prior to home discharge. A further six months of intensive outpatient rehabilitation was provided with five hourly sessions per week including:supervised and self-managed hydrotherapy, plus one individual and two group falls' prevention sessions. These were supported by daily home exercises. At 12 mo post incident, recovery plateaued, then regressed following three falls. Rehabilitation was subsequently modified with the hydrotherapy retained and the group sessions replaced with an additional individual session supplemented with slacklining. The slacklining followed stages one and two of a standardized five-stage protocol. Self-reported functional progression resumed with improvement by 14 mo which further increased and was sustained 18 mo (Students' t test P < 0.05). Slacklining's external stimulations activate global-body responses through innate balance, optimal postural and potentially down-regulated reflex control. Incorporated into stroke rehabilitation programs, slacklining can provide measurable functional gains.",2016,World journal of orthopedics,10.5312/wjo.v7.i8.513,2016-08-18,Charles P Gabel; Natalie Rando; Markus Melloh,Balance; Lower limbs; Rehabilitation; Slacklining; Stroke,0.13010047608506084,0.0722237928771083,-1,True,patients; bone; treatment; results; methods,Noise,True
27458557,Hemorrhagic lumbar synovial facet cyst secondary to transforaminal epidural injection: A case report and review of the literature.,"A 64-year-old-female presented with progressive left foot weakness, low back and radicular pain after a left sided S1 transforaminal epidural steroid injection (ESI). Magnetic resonance imaging revealed left side L5-S1 large extradural heterogeneous mass with layering areas suggesting different stages of hematoma formation. Past medical history was significant for peripheral vascular disease and transient ischemic attacks, for which she took aspirin and clopidogrel (antiplatelet agent). These medications were discontinued one week prior to ESI. Although synovial cysts associated with facet arthropathy are common, hemorrhagic cyst is not. To the best of the authors' knowledge, this is the first reported case of symptomatic hemorrhagic lumbar facet synovial cyst following ESI on a patient taking anti-platelet medications.",2016,World journal of orthopedics,10.5312/wjo.v7.i7.452,2016-07-18,Hossein Elgafy; Nicholas Peters; Justin E Lea; Robert M Wetzel,Anti-platelet therapy; Epidural injection; Hemorrhage; Lumbar synovial cyst,0.1531794566591479,0.0500387545962034,2,False,spinal; pain; lumbar; patients; spine,"Topic 2: spinal, pain, lumbar",True
27190754,"Management of metal-on-metal hip implant patients: Who, when and how to revise?","The debate on how best to manage patients with metal-on-metal (MOM) hip implants continues. With over 1 million patients affected worldwide, the impact is far reaching. The majority of the aggressive failures of MOM hip implants have been dealt with by revision hip surgery, leaving patients with a much more indolent pattern of failure of devices that have been in situ for more than 10 years. The longer-term outcome for such patients remains unknown, and much debate exists on how best to manage these patients. Regulatory guidance is available but remains open to interpretation due to the lack of current evidence and long-term studies. Metal ion thresholds for concern have been suggested at 7 ppb for hip resurfacing arthroplasty and below this level for large diameter total hip arthroplasties. Soft tissue changes including pseudotumours and muscle atrophy have been shown to progress, but this is not consistent. New advanced imaging techniques are helping to diagnose complications with metal hips and the reasons for failure, however these are not widely available. This has led to some centres to tackle difficult cases through multidisciplinary collaboration, for both surgical management decisions and also follow-up decisions. We summarise current evidence and consider who is at risk, when revision should be undertaken and how patients should be managed.",2016,World journal of orthopedics,10.5312/wjo.v7.i5.272,2016-05-18,Reshid Berber; John A Skinner; Alister J Hart,Decision; Management; Metal on metal hip; Multi-disciplinary; Revision,0.5202590279291677,0.09452310964869277,0,False,fractures; patients; hip; fracture; femoral,"Topic 0: fractures, patients, hip",True
26807352,Mechanical and cellular processes driving cervical myelopathy.,"Cervical myelopathy is a well-described clinical syndrome that may evolve from a combination of etiological mechanisms. It is traditionally classified by cervical spinal cord and/or nerve root compression which varies in severity and number of levels involved. The vast array of clinical manifestations of cervical myelopathy cannot fully be explained by the simple concept that a narrowed spinal canal causes compression of the cord, local tissue ischemia, injury and neurological impairment. Despite advances in surgical technology and treatment innovations, there are limited neuro-protective treatments for cervical myelopathy, which reflects an incomplete understanding of the pathophysiological processes involved in this disease. The aim of this review is to provide a comprehensive overview of the key pathophysiological processes at play in the development of cervical myelopathy.",2016,World journal of orthopedics,10.5312/wjo.v7.i1.20,2016-01-18,Roisin T Dolan; Joseph S Butler; John M O'Byrne; Ashley R Poynton,Cervical myelopathy; Cervical spine; Neck pain,0.18289502897032386,0.07881567033850714,2,False,spinal; pain; lumbar; patients; spine,"Topic 2: spinal, pain, lumbar",True
